era,dc_type,count,era_total,pct
1700-1800,Predigt|Gelegenheitsschrift:Amtsantritt|Hochschulschrift,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Amtsantritt|Rede|Streitschrift:polit.,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Einweihung|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Fest|Lyrik,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Geburt,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Abschied,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Konversion|Ordensliteratur:Benediktiner,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Krönung|Gelegenheitsschrift:Fest,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Taufe,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift:Taufe|Gelegenheitsschrift:Konversion,1,155611,0.0
1700-1800,Predigt|Gelegenheitsschrift|Lyrik,1,155611,0.0
1700-1800,Predigt|Heiligenvita,1,155611,0.0
1700-1800,Predigt|Kirchenlied|Ars|moriendi,1,155611,0.0
1700-1800,Predigt|Kommentar: theol.,1,155611,0.0
1700-1800,Predigt|Lyrik|Gelegenheitsschrift:Krönung|Gelegenheitsschrift:Fest,1,155611,0.0
1700-1800,Predigt|Ordensliteratur,1,155611,0.0
1700-1800,Predigt|Ordensliteratur:Jesuiten|Gelegenheitsschrift,1,155611,0.0
1700-1800,Predigt|Preisschrift,1,155611,0.0
1700-1800,Predigt|Rede,1,155611,0.0
1700-1800,Predigt|Schulprogramm,1,155611,0.0
1700-1800,Predigt|Traktat,1,155611,0.0
1700-1800,Predigt|Verordnung,1,155611,0.0
1700-1800,Preisschrift|Akademieschrift,1,155611,0.0
1700-1800,Preisschrift|Bücheranzeige,1,155611,0.0
1700-1800,Preisschrift|Geldwesen,1,155611,0.0
1700-1800,Preisschrift|Gesellschaftsschrift|Rezension,1,155611,0.0
1700-1800,Preisschrift|Landwirtschaft|Botanik,1,155611,0.0
1700-1800,Preisschrift|Mechanik,1,155611,0.0
1700-1800,Preisschrift|Pädagogik,1,155611,0.0
1700-1800,Privileg|Amtsdruckschrift|Verordnung,1,155611,0.0
1700-1800,Privileg|Tabelle,1,155611,0.0
1700-1800,Privileg|Verordnung,1,155611,0.0
1700-1800,Psalter|Bücheranzeige,1,155611,0.0
1700-1800,Psalter|Erbauungsliteratur,1,155611,0.0
1700-1800,Psalter|Gebetbuch,1,155611,0.0
1700-1800,Psalter|Gesangbuch,1,155611,0.0
1700-1800,Pädagogik|Bibliographie,1,155611,0.0
1700-1800,Pädagogik|Bibliographie|Bücheranzeige,1,155611,0.0
1700-1800,Pädagogik|Briefsteller,1,155611,0.0
1700-1800,Pädagogik|Erbauungsliteratur,1,155611,0.0
1700-1800,Pädagogik|Gelegenheitsschrift,1,155611,0.0
1700-1800,Pädagogik|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Pädagogik|Gelegenheitsschrift:Einladung|Schulprogramm,1,155611,0.0
1700-1800,Pädagogik|Gesellschaftsschrift,1,155611,0.0
1700-1800,Pädagogik|Handbuch,1,155611,0.0
1700-1800,Pädagogik|Jugendbuch,1,155611,0.0
1700-1800,Pädagogik|Medizin,1,155611,0.0
1700-1800,Pädagogik|Medizin|Preisschrift,1,155611,0.0
1700-1800,Pädagogik|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Pädagogik|Rede,1,155611,0.0
1700-1800,Pädagogik|Richtlinie|Bibliographie,1,155611,0.0
1700-1800,Pädagogik|Richtlinie|Einblattdruck,1,155611,0.0
1700-1800,Pädagogik|Roman,1,155611,0.0
1700-1800,Pädagogik|Verordnung,1,155611,0.0
1700-1800,Quelle 1788Quelle,1,155611,0.0
1700-1800,"Quelle, 1743",1,155611,0.0
1700-1800,"Quelle, 1751",1,155611,0.0
1700-1800,"Quelle, 1778",1,155611,0.0
1700-1800,"Quelle, 1789",1,155611,0.0
1700-1800,Quelle|Amtsdruckschrift|Tabelle,1,155611,0.0
1700-1800,Quelle|Amtsdruckschrift|Verordnung,1,155611,0.0
1700-1800,Quelle|Brief,1,155611,0.0
1700-1800,Quelle|Edikt,1,155611,0.0
1700-1800,Quelle|Einblattdruck,1,155611,0.0
1700-1800,Quelle|Gelegenheitsschrift:Taufe,1,155611,0.0
1700-1800,Quelle|Streitschrift,1,155611,0.0
1700-1800,Ratgeber|Amtsdruckschrift,1,155611,0.0
1700-1800,Ratgeber|Anleitung|Chemie|Medizin|Kochbuch,1,155611,0.0
1700-1800,Ratgeber|Anthologie,1,155611,0.0
1700-1800,Ratgeber|Anzeige|Bücheranzeige|Frauenliteratur,1,155611,0.0
1700-1800,Ratgeber|Architektur,1,155611,0.0
1700-1800,Ratgeber|Ars moriendi,1,155611,0.0
1700-1800,Ratgeber|Arzneibuch|Medizin,1,155611,0.0
1700-1800,Ratgeber|Astrologie|Kalender,1,155611,0.0
1700-1800,Ratgeber|Briefsammlung,1,155611,0.0
1700-1800,Ratgeber|Einführung,1,155611,0.0
1700-1800,Ratgeber|Erbauungsliteratur,1,155611,0.0
1700-1800,Ratgeber|Führer,1,155611,0.0
1700-1800,Ratgeber|Gartenbau,1,155611,0.0
1700-1800,Ratgeber|Hausväterliteratur|Medizin|Tiermedizin,1,155611,0.0
1700-1800,Ratgeber|Mathematik,1,155611,0.0
1700-1800,Ratgeber|Medizin|Gartenbau|Landwirtschaft,1,155611,0.0
1700-1800,Ratgeber|Medizin|Pflanzenbuch,1,155611,0.0
1700-1800,Ratgeber|Medizin|Schulbuch,1,155611,0.0
1700-1800,Ratgeber|Medizin|Seuchenschrift,1,155611,0.0
1700-1800,Ratgeber|Pädagogik|Frauenliteratur,1,155611,0.0
1700-1800,Ratgeber|Rede,1,155611,0.0
1700-1800,Ratgeber|Reiseführer,1,155611,0.0
1700-1800,Ratgeber|Subskribentenliste|Anzeige|Bücheranzeige,1,155611,0.0
1700-1800,Ratgeber|Traktat|Anstandsliteratur,1,155611,0.0
1700-1800,Ratgeber|Volksschrifttum,1,155611,0.0
1700-1800,Ratgeber|Volksschrifttum|Medizin,1,155611,0.0
1700-1800,Ratgeber|Wörterbuch,1,155611,0.0
1700-1800,Rechenbuch|Geldwesen,1,155611,0.0
1700-1800,Rechenbuch|Geldwesen|Tabelle,1,155611,0.0
1700-1800,Rechenbuch|Jugendbuch|Einführung,1,155611,0.0
1700-1800,Rechenbuch|Mathematik|Einführung,1,155611,0.0
1700-1800,Rechenbuch|Mathematik|Handbuch,1,155611,0.0
1700-1800,Rechenbuch|Mathematik|Vorlesung,1,155611,0.0
1700-1800,Rechenbuch|Tabelle,1,155611,0.0
1700-1800,Rechenbuch|Verordnung,1,155611,0.0
1700-1800,Rede / Panegyrikos,1,155611,0.0
1700-1800,Rede|Altertumskunde,1,155611,0.0
1700-1800,Rede|Biographie|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Rede|Bücheranzeige|Katechismus,1,155611,0.0
1700-1800,Rede|Epik,1,155611,0.0
1700-1800,Rede|Epikedeion|Gelegenheitsschrift:Tod,1,155611,0.0
1700-1800,Rede|Freimaurerliteratur|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Rede|Freimaurerliteratur|Lyrik,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Begrüßung,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Einladung|Schulprogramm,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Fest,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Geburt,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Hochzeit|Hochschulschrift,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Jubiläum|Ordensliteratur:Dominikaner,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Sieg,1,155611,0.0
1700-1800,Rede|Gelegenheitsschrift:Tod|Epikedeion,1,155611,0.0
1700-1800,Rede|Gesellschaftsschrift|Universitätsprogramm,1,155611,0.0
1700-1800,Rede|Hochschulschrift,1,155611,0.0
1700-1800,Rede|Hochschulschrift|Gelegenheitsschrift:Geburtstag,1,155611,0.0
1700-1800,Rede|Hochschulschrift|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Rede|Kommentar: theol.,1,155611,0.0
1700-1800,Rede|Lyrik|Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Tod|Predigtsammlung,1,155611,0.0
1700-1800,Rede|Ordensliteratur:Augustiner,1,155611,0.0
1700-1800,Rede|Ordensliteratur:Jesuiten|Ordensliteratur:Augustiner-Barfüßer,1,155611,0.0
1700-1800,Rede|Predigtsammlung|Erbauungsliteratur,1,155611,0.0
1700-1800,Rede|Rhetorik,1,155611,0.0
1700-1800,Rede|Satire,1,155611,0.0
1700-1800,Rede|Streitschrift:polit.|Flugschrift,1,155611,0.0
1700-1800,Rede|Streitschrift:theol.,1,155611,0.0
1700-1800,Rede|Streitschrift:theol.|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Rede|Streitschrift:theol.|Satire,1,155611,0.0
1700-1800,Rede|Topographie,1,155611,0.0
1700-1800,Rede|Universitätsprogramm,1,155611,0.0
1700-1800,Regelsammlung|Anleitung,1,155611,0.0
1700-1800,Regelsammlung|Judaicum,1,155611,0.0
1700-1800,Regelsammlung|Spiel|Ratgeber,1,155611,0.0
1700-1800,Regelsammlung|Subskribentenliste,1,155611,0.0
1700-1800,Regesten|Streitschrift:jur.,1,155611,0.0
1700-1800,Regesten|Streitschrift:jur.|Chronik,1,155611,0.0
1700-1800,Reisebericht 1777,1,155611,0.0
1700-1800,Reisebericht 1791,1,155611,0.0
1700-1800,Reisebericht|Briefsammlung|Topographie,1,155611,0.0
1700-1800,Reisebericht|Buchbinderanweisung,1,155611,0.0
1700-1800,Reisebericht|Epik,1,155611,0.0
1700-1800,Reisebericht|Frauenliteratur,1,155611,0.0
1700-1800,Reisebericht|Gelegenheitsschrift:Krönung,1,155611,0.0
1700-1800,Reisebericht|Jugendbuch|Topographie|Gelegenheitsschrift|Brief,1,155611,0.0
1700-1800,Reisebericht|Kriegskunde,1,155611,0.0
1700-1800,Reisebericht|Ordensliteratur:Franziskaner,1,155611,0.0
1700-1800,Reisebericht|Satire,1,155611,0.0
1700-1800,Reisebericht|Satire|Astronomie|Erzählung,1,155611,0.0
1700-1800,Reisebericht|Tagebuch,1,155611,0.0
1700-1800,Reiseführer|Anzeige,1,155611,0.0
1700-1800,Reiseführer|Ratgeber,1,155611,0.0
1700-1800,Reiseführer|Reisebericht,1,155611,0.0
1700-1800,Reiseführer|Traktat,1,155611,0.0
1700-1800,Rezension|Bericht,1,155611,0.0
1700-1800,Rezension|Bücheranzeige,1,155611,0.0
1700-1800,Rezension|Kommentar: polit.,1,155611,0.0
1700-1800,Rezension|Reisebericht,1,155611,0.0
1700-1800,Rezension|Streitschrift:jur.,1,155611,0.0
1700-1800,Rhetorik|Lyrik|Schulbuch,1,155611,0.0
1700-1800,Rhetorik|Poetik,1,155611,0.0
1700-1800,Richtlinie|Amtsdruckschrift,1,155611,0.0
1700-1800,Richtlinie|Anzeige|Bücheranzeige,1,155611,0.0
1700-1800,Richtlinie|Edikt|Amtsdruckschrift,1,155611,0.0
1700-1800,Richtlinie|Einblattdruck,1,155611,0.0
1700-1800,Richtlinie|Medizin|Amtsdruckschrift,1,155611,0.0
1700-1800,Richtlinie|Tabelle,1,155611,0.0
1700-1800,Richtlinie|Verordnung,1,155611,0.0
1700-1800,Roman|Biographie,1,155611,0.0
1700-1800,Roman|Biographie|Frauenliteratur,1,155611,0.0
1700-1800,Roman|Briefsammlung|Bücheranzeige,1,155611,0.0
1700-1800,Roman|Briefsammlung|Ordensliteratur:Benediktiner,1,155611,0.0
1700-1800,Roman|Erzählung|Schwank,1,155611,0.0
1700-1800,Roman|Frauenliteratur|Bücheranzeige,1,155611,0.0
1700-1800,Roman|Frauenliteratur|Erbauungsliteratur,1,155611,0.0
1700-1800,Roman|Geographie,1,155611,0.0
1700-1800,Roman|Lyrik,1,155611,0.0
1700-1800,Roman|Märchen,1,155611,0.0
1700-1800,Roman|Ordensliteratur:Jesuiten|Satire,1,155611,0.0
1700-1800,Roman|Satire|Bücheranzeige,1,155611,0.0
1700-1800,Roman|Schulbuch,1,155611,0.0
1700-1800,Roman|Subskribentenliste,1,155611,0.0
1700-1800,Roman|Trivialliteratur,1,155611,0.0
1700-1800,Roman|Volksbuch,1,155611,0.0
1700-1800,Sage|Volksschrifttum,1,155611,0.0
1700-1800,Satire|Altertumskunde|Streitschrift,1,155611,0.0
1700-1800,Satire|Anekdote,1,155611,0.0
1700-1800,Satire|Bibliothekskatalog,1,155611,0.0
1700-1800,Satire|Biographie,1,155611,0.0
1700-1800,Satire|Bücheranzeige,1,155611,0.0
1700-1800,Satire|Erotische Literatur,1,155611,0.0
1700-1800,Satire|Flugschrift,1,155611,0.0
1700-1800,Satire|Gebetbuch,1,155611,0.0
1700-1800,Satire|Gelegenheitsschrift:Geburtstag,1,155611,0.0
1700-1800,Satire|Jesuitendrama|Ordensliteratur:Jesuiten|Drama|Komödie,1,155611,0.0
1700-1800,Satire|Medizin,1,155611,0.0
1700-1800,Satire|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Satire|Ordensliteratur:Kapuziner,1,155611,0.0
1700-1800,Satire|Pädagogik|Tabelle,1,155611,0.0
1700-1800,Satire|Rede,1,155611,0.0
1700-1800,Satire|Streitschrift:polit.,1,155611,0.0
1700-1800,Satire|Streitschrift:polit.|Lyrik,1,155611,0.0
1700-1800,Satire|Traktat|Biographie,1,155611,0.0
1700-1800,Satzung|Amtsdruckschrift|Verordnung,1,155611,0.0
1700-1800,Satzung|Mitgliederverzeichnis,1,155611,0.0
1700-1800,Satzung|Verordnung|Akademieschrift,1,155611,0.0
1700-1800,Schauspiel|Biographie,1,155611,0.0
1700-1800,Schauspiel|Drama|Komödie,1,155611,0.0
1700-1800,Schauspiel|Drama|Tragödie,1,155611,0.0
1700-1800,Schauspiel|Gelegenheitsschrift:Namenstag|Gesellschaftsschrift,1,155611,0.0
1700-1800,Schauspiel|Gesellschaftsschrift,1,155611,0.0
1700-1800,Schauspiel|Gesellschaftsschrift|Gelegenheitsschrift:Fest,1,155611,0.0
1700-1800,Schauspiel|Judaicum,1,155611,0.0
1700-1800,Schauspiel|Komödie,1,155611,0.0
1700-1800,Schauspiel|Komödie|Schwank,1,155611,0.0
1700-1800,Schauspiel|Preisschrift,1,155611,0.0
1700-1800,Schauspiel|Rede,1,155611,0.0
1700-1800,Schauspiel|Schäferdichtung,1,155611,0.0
1700-1800,Schauspiel|Tragödie,1,155611,0.0
1700-1800,Schreibmeisterbuch|Anleitung,1,155611,0.0
1700-1800,Schreibmeisterbuch|Poetik,1,155611,0.0
1700-1800,Schulbuch / Fibel / Lesebuch,1,155611,0.0
1700-1800,SchulbuchKindersachbuch|Schulbuch,1,155611,0.0
1700-1800,SchulbuchLesebuch,1,155611,0.0
1700-1800,Schulbuch|Altertumskunde|Geographie,1,155611,0.0
1700-1800,Schulbuch|Astronomie,1,155611,0.0
1700-1800,Schulbuch|Briefsammlung,1,155611,0.0
1700-1800,Schulbuch|Briefsteller,1,155611,0.0
1700-1800,Schulbuch|Chronik|Bücheranzeige,1,155611,0.0
1700-1800,Schulbuch|Einführung,1,155611,0.0
1700-1800,Schulbuch|Enzyklopädie,1,155611,0.0
1700-1800,Schulbuch|Fabel,1,155611,0.0
1700-1800,Schulbuch|Genealogie,1,155611,0.0
1700-1800,Schulbuch|Geographie|Jugendsachbuch|Buchbinderanweisung,1,155611,0.0
1700-1800,Schulbuch|Geometrie|Mathematik,1,155611,0.0
1700-1800,Schulbuch|Gesangbuch,1,155611,0.0
1700-1800,Schulbuch|Grammatik|Einführung,1,155611,0.0
1700-1800,Schulbuch|Lesebuch,1,155611,0.0
1700-1800,Schulbuch|Lyrik,1,155611,0.0
1700-1800,Schulbuch|Mathematik|Rechenbuch,1,155611,0.0
1700-1800,Schulbuch|Mechanik,1,155611,0.0
1700-1800,Schulbuch|Medizin,1,155611,0.0
1700-1800,Schulbuch|Physik,1,155611,0.0
1700-1800,Schulbuch|Poetik,1,155611,0.0
1700-1800,Schulbuch|Rechenbuch|Jugendsachbuch,1,155611,0.0
1700-1800,Schulbuch|Rechenbuch|Tabelle,1,155611,0.0
1700-1800,Schulbuch|Rhetorik,1,155611,0.0
1700-1800,Schulbuch|Subskribentenliste,1,155611,0.0
1700-1800,Schulbuch|Topographie,1,155611,0.0
1700-1800,Schulbuch|Wörterbuch|Grammatik,1,155611,0.0
1700-1800,Schulprogramm|Bericht,1,155611,0.0
1700-1800,Schulprogramm|Chronik,1,155611,0.0
1700-1800,Schulprogramm|Chronik|Gelegenheitsschrift:Jubiläum|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Dissertation|Gelegenheitsschrift:Friedensschluß|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Erbauungsliteratur,1,155611,0.0
1700-1800,Schulprogramm|Geldwesen,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Abschied,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Abschied|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Abschied|Lyrik,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Begrüßung|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Biographie,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Chronik,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Fest,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Geburtstag|Gelegenheitsschrift:Gedenken|Geldwesen,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Neujahr,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Einladung|Traktat,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Fest|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Friedensschluß|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag|Biographie,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag|Bücheranzeige,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag|Gelegenheitsschrift:Einweihung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Geburtstag|Lyrik,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Jubiläum|Lyrik,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Namenstag|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift:Visitation|Libretto,1,155611,0.0
1700-1800,Schulprogramm|Gelegenheitsschrift|Biographie,1,155611,0.0
1700-1800,Schulprogramm|Libretto,1,155611,0.0
1700-1800,Schulprogramm|Lied,1,155611,0.0
1700-1800,Schulprogramm|Lyrik|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Schulprogramm|Rede|Gesellschaftsschrift,1,155611,0.0
1700-1800,Schulprogramm|Schauspiel,1,155611,0.0
1700-1800,Schulprogramm|Traktat|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Schulprogramm|Verordnung,1,155611,0.0
1700-1800,Schulprogramm|Vorlesung,1,155611,0.0
1700-1800,Schäferdichtung|Drama|Libretto,1,155611,0.0
1700-1800,Schäferdichtung|Erzählung|Erotische Literatur,1,155611,0.0
1700-1800,Schäferdichtung|Libretto,1,155611,0.0
1700-1800,Schäferdichtung|Roman,1,155611,0.0
1700-1800,Seuchenschrift|Amtsdruckschrift,1,155611,0.0
1700-1800,Seuchenschrift|Erbauungsliteratur,1,155611,0.0
1700-1800,Seuchenschrift|Ratgeber,1,155611,0.0
1700-1800,Seuchenschrift|Tabelle,1,155611,0.0
1700-1800,Seuchenschrift|Verordnung,1,155611,0.0
1700-1800,Spiel|Chronik,1,155611,0.0
1700-1800,Spiel|Einblattdruck,1,155611,0.0
1700-1800,Spiel|Erzählung,1,155611,0.0
1700-1800,Spiel|Praktik,1,155611,0.0
1700-1800,Sprachführer|Briefsammlung,1,155611,0.0
1700-1800,Sprachführer|Grammatik,1,155611,0.0
1700-1800,Sprachführer|Wörterbuch|Grammatik,1,155611,0.0
1700-1800,Sprichwortsammlung|Aphorismus,1,155611,0.0
1700-1800,Sprichwortsammlung|Erbauungsliteratur,1,155611,0.0
1700-1800,Sprichwortsammlung|Schulbuch,1,155611,0.0
1700-1800,Statistik|Amtsdruckschrift|Tabelle,1,155611,0.0
1700-1800,Statistik|Tabelle,1,155611,0.0
1700-1800,Statistik|Topographie|Geldwesen,1,155611,0.0
1700-1800,Streitschrift: theol.,1,155611,0.0
1700-1800,Streitschrift:jur.|Briefsammlung,1,155611,0.0
1700-1800,Streitschrift:jur.|Bücheranzeige,1,155611,0.0
1700-1800,Streitschrift:jur.|Hochschulschrift,1,155611,0.0
1700-1800,Streitschrift:jur.|Kommentar: jur.,1,155611,0.0
1700-1800,Streitschrift:jur.|Konsilium|Amtsdruckschrift,1,155611,0.0
1700-1800,Streitschrift:jur.|Kriegskunde,1,155611,0.0
1700-1800,Streitschrift:jur.|Rezension,1,155611,0.0
1700-1800,Streitschrift:jur.|Tabelle,1,155611,0.0
1700-1800,Streitschrift:jur.|Traktat,1,155611,0.0
1700-1800,Streitschrift:jur.|Verordnung,1,155611,0.0
1700-1800,Streitschrift:polit.|Briefsammlung,1,155611,0.0
1700-1800,Streitschrift:polit.|Einblattdruck,1,155611,0.0
1700-1800,Streitschrift:polit.|Flugschrift|Brief|Lyrik,1,155611,0.0
1700-1800,Streitschrift:polit.|Genealogie,1,155611,0.0
1700-1800,Streitschrift:polit.|Kommentar: polit.,1,155611,0.0
1700-1800,Streitschrift:polit.|Lyrik,1,155611,0.0
1700-1800,Streitschrift:polit.|Rede,1,155611,0.0
1700-1800,Streitschrift:polit.|Satire|Lyrik,1,155611,0.0
1700-1800,Streitschrift:polit.|Streitschrift:jur.,1,155611,0.0
1700-1800,Streitschrift:polit.|Tabelle,1,155611,0.0
1700-1800,Streitschrift:theol.|Altertumskunde,1,155611,0.0
1700-1800,Streitschrift:theol.|Amtsdruckschrift|Brief,1,155611,0.0
1700-1800,Streitschrift:theol.|Biographie,1,155611,0.0
1700-1800,Streitschrift:theol.|Brief,1,155611,0.0
1700-1800,Streitschrift:theol.|Buchbinderanweisung,1,155611,0.0
1700-1800,Streitschrift:theol.|Erzählung,1,155611,0.0
1700-1800,Streitschrift:theol.|Flugschrift|Ordensliteratur:Jesuiten|Bücheranzeige,1,155611,0.0
1700-1800,Streitschrift:theol.|Freimaurerliteratur,1,155611,0.0
1700-1800,Streitschrift:theol.|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Streitschrift:theol.|Gelegenheitsschrift:Konversion,1,155611,0.0
1700-1800,Streitschrift:theol.|Gelegenheitsschrift:Tod,1,155611,0.0
1700-1800,Streitschrift:theol.|Gesellschaftsschrift,1,155611,0.0
1700-1800,Streitschrift:theol.|Katechismus,1,155611,0.0
1700-1800,Streitschrift:theol.|Libretto,1,155611,0.0
1700-1800,Streitschrift:theol.|Lyrik,1,155611,0.0
1700-1800,Streitschrift:theol.|Ordensliteratur,1,155611,0.0
1700-1800,Streitschrift:theol.|Ordensliteratur:Benediktiner,1,155611,0.0
1700-1800,Streitschrift:theol.|Ordensliteratur:Franziskaner,1,155611,0.0
1700-1800,Streitschrift:theol.|Ordensliteratur:Minoriten,1,155611,0.0
1700-1800,Streitschrift:theol.|Predigt,1,155611,0.0
1700-1800,Streitschrift:theol.|Predigt|Ordensliteratur:Kapuziner,1,155611,0.0
1700-1800,Streitschrift:theol.|Rede,1,155611,0.0
1700-1800,Streitschrift:theol.|Rezension,1,155611,0.0
1700-1800,Streitschrift:theol.|Satire,1,155611,0.0
1700-1800,Streitschrift|Briefsammlung,1,155611,0.0
1700-1800,Streitschrift|Brief|Gynäkologie|Medizin,1,155611,0.0
1700-1800,Streitschrift|Epik,1,155611,0.0
1700-1800,Streitschrift|Fallsammlung,1,155611,0.0
1700-1800,Streitschrift|Freimaurerliteratur,1,155611,0.0
1700-1800,Streitschrift|Gelegenheitsschrift:Neujahr|Satire,1,155611,0.0
1700-1800,Streitschrift|Geologie,1,155611,0.0
1700-1800,Streitschrift|Gesellschaftsschrift|Bücheranzeige,1,155611,0.0
1700-1800,Streitschrift|Judaicum|Brief,1,155611,0.0
1700-1800,Streitschrift|Kommentar,1,155611,0.0
1700-1800,Streitschrift|Liedersammlung,1,155611,0.0
1700-1800,Streitschrift|Lyrik,1,155611,0.0
1700-1800,Streitschrift|Mandat,1,155611,0.0
1700-1800,Streitschrift|Musikbuch,1,155611,0.0
1700-1800,Streitschrift|Preisschrift,1,155611,0.0
1700-1800,Streitschrift|Regesten,1,155611,0.0
1700-1800,Streitschrift|Satire|Freimaurerliteratur,1,155611,0.0
1700-1800,Streitschrift|Schulprogramm|Gesellschaftsschrift,1,155611,0.0
1700-1800,Streitschrift|Streitschrift:polit.,1,155611,0.0
1700-1800,Streitschrift|Streitschrift:theol.,1,155611,0.0
1700-1800,Subskribentenliste|Biographie|Predigtsammlung,1,155611,0.0
1700-1800,Subskribentenliste|Briefsteller,1,155611,0.0
1700-1800,Subskribentenliste|Buchbinderanweisung,1,155611,0.0
1700-1800,Subskribentenliste|Bücheranzeige|Epik,1,155611,0.0
1700-1800,Subskribentenliste|Drama,1,155611,0.0
1700-1800,Subskribentenliste|Elegie,1,155611,0.0
1700-1800,Subskribentenliste|Erbauungsliteratur|Briefsammlung,1,155611,0.0
1700-1800,Subskribentenliste|Erzählung,1,155611,0.0
1700-1800,Subskribentenliste|Festungsbau|Kriegskunde,1,155611,0.0
1700-1800,Subskribentenliste|Kochbuch,1,155611,0.0
1700-1800,Subskribentenliste|Kriegskunde,1,155611,0.0
1700-1800,Subskribentenliste|Lexikon|Altertumskunde,1,155611,0.0
1700-1800,Subskribentenliste|Lyrik|Liedersammlung,1,155611,0.0
1700-1800,Subskribentenliste|Lyrik|Traktat,1,155611,0.0
1700-1800,Subskribentenliste|Mathematik|Geometrie,1,155611,0.0
1700-1800,Subskribentenliste|Roman,1,155611,0.0
1700-1800,Subskribentenliste|Schauspiel,1,155611,0.0
1700-1800,Subskribentenliste|Schulbuch,1,155611,0.0
1700-1800,Subskribentenliste|Spiel,1,155611,0.0
1700-1800,Subskriptionsanzeige|Epik,1,155611,0.0
1700-1800,Subskriptionsanzeige|Genealogie,1,155611,0.0
1700-1800,TabelleEinblattdruck|Tabelle|Geldwesen,1,155611,0.0
