obj_id,title,dates,dc_type,silver_tier,era,all_tokens,ddb_link
3NLOEMV6RUUEZG6EJV7JYWTNA5HQL7DQ,Gäste und Übernachtungen im Fremdenverkehr April 1989 : Lfd. Nr. 26,1989,Heft,1,modern,12,https://www.deutsche-digitale-bibliothek.de/item/3NLOEMV6RUUEZG6EJV7JYWTNA5HQL7DQ
CHGKXF7ZCK5YVTCLUZROVEOZKEZCOOT6,"Beiträge zur Philosophie der Seele / von C. F. Flemming, der Arzneikunde Doctor, Arzte der Irrenheilanstalt zu Schwerin. - Berlin : Enslin. - Bd. 1 u. 2, 1830",1831,Aufsatz,2,19th-c,33,https://www.deutsche-digitale-bibliothek.de/item/CHGKXF7ZCK5YVTCLUZROVEOZKEZCOOT6
LTBTBLASANWJP3WPBM6MJAYO7BBKB6AG,Lob der Gottheit.,1784,Musik,0,1700-1800,4,https://www.deutsche-digitale-bibliothek.de/item/LTBTBLASANWJP3WPBM6MJAYO7BBKB6AG
DU5RJNLGGNIQ6Q2VGIDQ2OL6QGQFGDAX,Es ist ein Gott : Eine Französisch-Republikanische Gottes-Verehrung. Auf das Fest des 10. August 1796.,1796,Monografie,1,1700-1800,16,https://www.deutsche-digitale-bibliothek.de/item/DU5RJNLGGNIQ6Q2VGIDQ2OL6QGQFGDAX
EWN63UMUSB5JNSBLU3YAUB4GKYLN7THL,Das Britische Amerika,1777,Abschnitt,0,1700-1800,3,https://www.deutsche-digitale-bibliothek.de/item/EWN63UMUSB5JNSBLU3YAUB4GKYLN7THL
LPKGJ5FPYIESJWIYTQE3HT7TTKD3KQFX,"Ob gleich man ab Seiten hiesiger Königlichen Lehn-Cammer wohl gehoffet hätte, es würden die hiesige Vasalli denen beiden Ausschreiben vom 24. Novembr. 1740. und 14. Febr. 1742 ... Folge geleistet haben ... : Urkundlich Hannover, den 8. Aug. 1743.",1743 - ,Verordnung|Einblattdruck|Monografie,1,unknown,43,https://www.deutsche-digitale-bibliothek.de/item/LPKGJ5FPYIESJWIYTQE3HT7TTKD3KQFX
6NX44FU2B2VZWSAAPBZWSER7Q6NMU72C,"550-554, Zweytens. Der Leib und das Blut Christi werden in dem Altarsakrament geopfert.",1785,Kapitel,0,1700-1800,18,https://www.deutsche-digitale-bibliothek.de/item/6NX44FU2B2VZWSAAPBZWSER7Q6NMU72C
H5ZFSJUCCI33FK7QLAZEAH5PMOQISUQE,"Das VII. Capitel. Von Aussen-Wercken in specie, das ist/ von allerhand Ravelinen/ halben Monden/ Contraguarden, Tenaillen, Horn- und Corn-Wercken/ sowohl nach der courantesten Holländischen und Französischen Manier/ als auch nach den heut-tägigen Verbesserungen unterschiedlicher Ingenieurs.",1687,Kapitel,0,pre-1700,46,https://www.deutsche-digitale-bibliothek.de/item/H5ZFSJUCCI33FK7QLAZEAH5PMOQISUQE
MTNQZXBN444ZE7CFNXZ25LS23IJ5YV4C,"Wir, Friedrich August, von Gottes Gnaden, König in Pohlen, Groß-Hertzog in Litthauen, Reussen, Preussen, Mazovien, Samogitien, Kyovien, Vollhinien, Podolien, Podlachien, Liefland, Smolensco, Severien und Zchernicovien, [et]c. ... Entbiethen allen und jeden ... Unsern Gruß ... und es wird ihnen allerseits erinnerlich seyn, wasgestalt zu Abstellung derer unzuläßlichen frembden Werbungen unterm 12. Mart. 1718. 4. Mart. 1719. ... derer Deserteurs, ingleichen wieder Auffkauffung ihrer Montur, Pferde ... Mandate ... publiciret worden ... : So geschehen und geben zu Hubertusburg, den 17. Octobr. Anno 1736.",1736 - ,Amtsdruckschrift|Einblattdruck|Monografie,1,unknown,109,https://www.deutsche-digitale-bibliothek.de/item/MTNQZXBN444ZE7CFNXZ25LS23IJ5YV4C
4BBZIKENCWEM7JR64TJSQR73PLHDYR2X,Frommer Christen Lebens und SterbensRegel/ Lebens und SterbensTrost : Auß den Worten S. Pauli Rom. 14. v. 7.8.9. Unser keiner lebt ihm selber/ &c. Bey sehr Volckreicher Begräbniß Deß ... Hrn. Otten Cloden/ Fürstl. Hess. gewesenen wolverdienten Oberförsters im Ampt Rodenberg/ Der in dem 97. Jahr seines Alters den 27. Iunii diese Welt gesegnet/ und den 4. Iulii in sein RuheKämmerlein beygesetzet worden ist Einfältig erkläret/ und auf Begehren zum Druck verfertiget,1662 - ,Leichenpredigt|Monografie,0,unknown,82,https://www.deutsche-digitale-bibliothek.de/item/4BBZIKENCWEM7JR64TJSQR73PLHDYR2X
VBAXL3SSSHHNVB7VWI44N4JFZBPAALQN,"Walter, Helga, Zum Andenken an Deinen Bruder Hans : eine fränkisch-ostpreußische Familie / Helga Walter. - Neustadt an der Aisch, 1992. - 108 S. : zahlr. Ill., Kt. : zahlr. Ill., Kt.",2018,,2,modern,44,https://www.deutsche-digitale-bibliothek.de/item/VBAXL3SSSHHNVB7VWI44N4JFZBPAALQN
KPGGGSSWVRJ5TG7NC73KK5KNC5GOYE4K,"Mitglieder-Verzeichnis des ""Preußischen Vereins für das mittlere Schulwesen"" : Ende des Vereinsjahres 1912/13",1913,Aufsatz,1,modern,17,https://www.deutsche-digitale-bibliothek.de/item/KPGGGSSWVRJ5TG7NC73KK5KNC5GOYE4K
RF4O2RA2LJRCZI5FSOFXRC2453ZJZWD3,"Geognostische Beschreibung des Kaiserstuhls bei Freiburg im Breisgau : Inauguraldissertation / von Otto Eisenlohr.Mit einer illuminirten Karte. - Karlsruhe : im Verlag der Chr. Fr. Müller'schen Hofbuchhandlung., 1829",1830,Aufsatz,2,19th-c,33,https://www.deutsche-digitale-bibliothek.de/item/RF4O2RA2LJRCZI5FSOFXRC2453ZJZWD3
DMGTNTQ2Y56T7QTTQH4WCXR5WLRCYIFB,Warnunge D. Martini Lutheri/ an seine lieben Teutschen.,1599,Abschnitt,0,pre-1700,10,https://www.deutsche-digitale-bibliothek.de/item/DMGTNTQ2Y56T7QTTQH4WCXR5WLRCYIFB
YLVACAO5XZGX5DEE5MZTFNI2LBXQVP4Z,"Charte von Teutschland : Nach den durch den Pressburger Frieden vom 26. Decbr. 1805 bestimmten Besitzungen der Reichsfürsten und Stände, entworfen im Ianuar 1806. - [Ca. 1:4.100.000]. - Weimar : Verlag des geograph. Instituts, 1806. - Nullmeridian: Ferro. - Maßstab in graph. Form (Geographische Meilen)",1806,Aufsatz,1,19th-c,58,https://www.deutsche-digitale-bibliothek.de/item/YLVACAO5XZGX5DEE5MZTFNI2LBXQVP4Z
TM6KG5BN6HUFCZIAZUL4UTQD6YLMMDFH,"Verordnung, wegen derer Schul-Canditaten, so sich auf Maulbeer Plantagen und Seidenbau legen : Zweybrücken den 1. October 1768.",1768 - ,Verordnung|Einblattdruck|Monografie,1,unknown,20,https://www.deutsche-digitale-bibliothek.de/item/TM6KG5BN6HUFCZIAZUL4UTQD6YLMMDFH
CVK5FZB7Q5CRRPXTCEO7SZBYHQ4NKC5D,"Physikalisch-statistische Beschreibung des Fichtelgebirges / von Dr. August Goldfuß, Lehrer and der Friedr. Alex. Univers., Adjunct des Directoriums der k. L. Akademien der Naturf. u.s.w. und D. Gustav Bischoff, Lehrer an derselben Univ. - Nürnberg : Stein. - Th. 1-2, 1817",1817,Aufsatz,2,19th-c,53,https://www.deutsche-digitale-bibliothek.de/item/CVK5FZB7Q5CRRPXTCEO7SZBYHQ4NKC5D
PALM63DXA3IF7DEXF24NBWLNW2C7O6UL,"Amtsblatt für den Regierungsbezirk Arnsberg :mit öffentlichem Anzeiger. 1875, 1875",1875,Heft,1,19th-c,13,https://www.deutsche-digitale-bibliothek.de/item/PALM63DXA3IF7DEXF24NBWLNW2C7O6UL
O33YYMGRTSP2ATDIU4XRQQVYBE6MHMLJ,"Arbeitsfeld Menschenrechte: Menschenrechtsschutz als berufliche Aufgabe <1999, Lauenburg>: Seminarbericht / veranstaltet von der Friedrich-Naumann-Stiftung und dem Deutschen Komitee des World University Service vom 5. - 7. Februar 1999",1999,,2,modern,33,https://www.deutsche-digitale-bibliothek.de/item/O33YYMGRTSP2ATDIU4XRQQVYBE6MHMLJ
4P2WX42HWHVENYVMYUPA5IEMWW5CXXAY,"Brinkmann, Werner, Die Verbraucherorganisationen in der Bundesrepublik Deutschland und ihre Tätigkeit bei der überbetrieblichen technischen Normung / von Werner Brinkmann. - (Recht - Technik - Wirtschaft ; 11) : Köln [u.a.], 1976",2016,Monografie,2,modern,40,https://www.deutsche-digitale-bibliothek.de/item/4P2WX42HWHVENYVMYUPA5IEMWW5CXXAY
AF52SZPAWXDLNTLXASR3BQXX4A3P2NUH,Gemeine Circul-Rechnung.,1731,Abschnitt,0,1700-1800,3,https://www.deutsche-digitale-bibliothek.de/item/AF52SZPAWXDLNTLXASR3BQXX4A3P2NUH
NVFTNZZFQS5G7SF37FFQJLHGIZ2XICKV,"Oeconomische Encyclopädie, oder allgemeines System der Staats- Stadt- Haus- u. Landwirthschaft :in alphabetischer Ordnung. 39, Von Kirg bis Kleib : Nebst 4 Kupfertafeln auf 3/4 Bogen",1787,Band,0,1700-1800,32,https://www.deutsche-digitale-bibliothek.de/item/NVFTNZZFQS5G7SF37FFQJLHGIZ2XICKV
JABDBSOCBACMKT5R6IX6LKEDAPYCVCZI,"Versuch einer Crystallographie oder Beschreibung der, verschiedenen, unter dem Nahmen der Crystalle bekannten, Körpern des Mineralreichs eigenen, geometrischen Figuren :mit Kupfern und Auslegungs-Planen",1777,Monografie,0,1700-1800,28,https://www.deutsche-digitale-bibliothek.de/item/JABDBSOCBACMKT5R6IX6LKEDAPYCVCZI
I6VEKT5VNTZNHBR4JSGSG2TX5WKUYMKK,Sechs neue Schülergespräche von Christoph Hegendorfer,1929,Aufsatz,0,modern,6,https://www.deutsche-digitale-bibliothek.de/item/I6VEKT5VNTZNHBR4JSGSG2TX5WKUYMKK
ZJZBTIG5AZ6EJ2D5KH4P6PHK3D5V77EI,Das Buch der Richter.,1607,Abschnitt,0,pre-1700,5,https://www.deutsche-digitale-bibliothek.de/item/ZJZBTIG5AZ6EJ2D5KH4P6PHK3D5V77EI
BZKSM47DCHH2BCWWEDTMGAHH676GHF7G,"Gründliche Beschreibung Des Kunstbaren Orgelwercks und Grossen Fasses Auff dem Hausz Grüningen : Welche auff Befehlich des ... Henrici Iulii, Postulirten Bischoff des Stiffts Halberstadt/ und Hertzog zu Braunschweig und Lüneburg/ &c. von Anno 93. biß 98. gebawet worden",1643,Monografie,0,pre-1700,43,https://www.deutsche-digitale-bibliothek.de/item/BZKSM47DCHH2BCWWEDTMGAHH676GHF7G
G4AOMFQA5C6IR6G4LLIQOCR6USEVLY53,Leichpredigt Vom Christlichen Leben/ und Seligen absterben/ deß Edeln/ Gestrengen und Ehrnvesten Christoffen von Eckersberg/ Fürstl: Durchl: Brand: [et]c. Fürnemen Raths/ und Amptmans zu Selb. : Welcher seliglich in Gott entschlaffen und verschieden/ den 4. Tag Novemb: diß 1603. Jars. Und den 14. hernacher/ in der Pfarrkirchen aldo ... begraben worden.,1603,Leichenpredigt|Monografie,1,pre-1700,68,https://www.deutsche-digitale-bibliothek.de/item/G4AOMFQA5C6IR6G4LLIQOCR6USEVLY53
3C7CPXXMNY7JE5POIZNMWHCHVCXGYBWO,"Unsere freundliche [] Demnach abermals vorgekommen, daß verschiedene Branntwein-Brenner im Fürstenthum Lüneburg, den Branntewein, wider das unterm 5. May 1712. ergangene Verbott, bey gantzen Wagen voll aus einem Amte ins andere von Dorff zu Dorff ... zu fahren ... : Hannover den 23. April 1734.",1734 - ,Verordnung|Einblattdruck|Monografie,1,unknown,50,https://www.deutsche-digitale-bibliothek.de/item/3C7CPXXMNY7JE5POIZNMWHCHVCXGYBWO
Z5WJLSF2JYWEGEVQCAFK6Q2BW67RCQU3,Von zeitlichen Guetern,1553,Kapitel,0,pre-1700,3,https://www.deutsche-digitale-bibliothek.de/item/Z5WJLSF2JYWEGEVQCAFK6Q2BW67RCQU3
GNBRNGEQT3BBMWIOSWPLUAVSMDAYZ33W,"Diaskepsis Theologica, Das ist: Christliche Leichpredigt/ In welcher der 42. Psalm bey Volckreicher Versamlung/ als die Erbare und Tugendsame Frau und bekandte Bürgerin Odilia Hornungs/ Des ... Herrn Johann Ackermannes ... Ehegattin/ Nachdem sie den 23. Aprilis ... war eingeschlaffen/ Den 28. eiusdem ... begraben worden/ Erkläret ...",1658,Leichenpredigt|Monografie,0,pre-1700,56,https://www.deutsche-digitale-bibliothek.de/item/GNBRNGEQT3BBMWIOSWPLUAVSMDAYZ33W
QTKYLSOCDNTIRXXJBPMC5NRCCM3P2NDR,Seidenbau,1843,Kapitel,0,19th-c,1,https://www.deutsche-digitale-bibliothek.de/item/QTKYLSOCDNTIRXXJBPMC5NRCCM3P2NDR
6QGNJZ5R2QSRGSGFGATRCSLIBPRPMUDS,Daß verliebte Jesus Hertz : Aus dem 20. vers. des 3. Cap. Apoc. Bey ... Leich-Begängniß Der ... Margareten Magdalenen Lesebergs/ Des ... Conrad Hugo/ dero HochFürstl. Durchl. zu Braunsch. und Lüneburg/ wolbestalten Ambtmanns zur Stoltzenauw ... Eheliebsten/ Wie dieselbe ... am 4 Maji des itztlauffenden 1680 Jahrs ... dieser Zeitligkeit entnommen Und deren erblichener Cörper Am 11 Tage eiusd: ... zu Holtzhaußen ... beygesetzet wurde. Gezeiget,1681,Leichenpredigt|Monografie,1,pre-1700,79,https://www.deutsche-digitale-bibliothek.de/item/6QGNJZ5R2QSRGSGFGATRCSLIBPRPMUDS
LZCWM3REZDTJWZQOLAGSXIU3WWYGTEVZ,"Zweyter Zeitraum. Von der Zerstörung des westgothischen Reichs in Spanien durch die Araber, und ihrer Oberherrschaft über dieses Land, bis auf die Zeit, da ganz Spanien von einem christlichen Fürsten regiert wurde",1789,Kapitel,0,1700-1800,36,https://www.deutsche-digitale-bibliothek.de/item/LZCWM3REZDTJWZQOLAGSXIU3WWYGTEVZ
FQJSEVETBARZRJY6MSLVHDAXCYJNWCNN,"1v-2v, Copia Allerunterthänigsten Intercession-Schreibens ...",1649,Kapitel,0,pre-1700,6,https://www.deutsche-digitale-bibliothek.de/item/FQJSEVETBARZRJY6MSLVHDAXCYJNWCNN
P3TDTGPH5ZGVLWUOXLJXBF65PVI3QUBC,"Designatio Derer zwischen Ihro Königlichen Majestät in Schweden, qu`a Landgraffen zu Hessen-Cassel, und andern Chur- und Fürsten, auch der Stadt Franckfurt, nach und nach errichteten und noch subsistirenden Cartels",1735 - ,Verordnung|Einblattdruck|Monografie,0,unknown,35,https://www.deutsche-digitale-bibliothek.de/item/P3TDTGPH5ZGVLWUOXLJXBF65PVI3QUBC
CRJNLVL6GDDHWUIJZYMA2OS5SZAH4DNH,"Verordnung, Krafft welcher sich niemand bey Straff 10. Reichsthaler unterfangen solle, von denen zu denen Herrschaftlichen Wildzäunen bestimmten Nägelen zu entwenden : Zweybrücken den 24. Sept. 1768.",1768 - ,Einblattdruck|Verordnung|Monografie,1,unknown,29,https://www.deutsche-digitale-bibliothek.de/item/CRJNLVL6GDDHWUIJZYMA2OS5SZAH4DNH
KOAFAWHDK3X5Y7MCAGMADCO2VOJOFWXC,Daß die Underthanen fleißig in die Predigt und zur Lehr des Catechismi zugehen vermahnet : und wie die / so solchs mutwilliglich versäumen / gestrafft werden sollen,1601,Kapitel,1,pre-1700,27,https://www.deutsche-digitale-bibliothek.de/item/KOAFAWHDK3X5Y7MCAGMADCO2VOJOFWXC
QIJMMGR4I5HXDCHOHWGMYG5FGXENUOAM,"Robotic Process Automation, Predictive Analytics und künstliche Intelligenz - wo liegen die Anwendungsbereiche im Controlling? Ergebnisse einer empirischen Studie",2019,Monografie,0,modern,21,https://www.deutsche-digitale-bibliothek.de/item/QIJMMGR4I5HXDCHOHWGMYG5FGXENUOAM
X3AZ7FGVVOWG264S4LY3EQWRJQSDSDOP,"Auserlesene Muster antiker Bau-Ornamente :gezeichnet nach den besten Originalen in Rom und andern Theilen von Italien in den Jahren 1794, 1795, 1796. 2",1805,Band,1,19th-c,26,https://www.deutsche-digitale-bibliothek.de/item/X3AZ7FGVVOWG264S4LY3EQWRJQSDSDOP
DXOTGWTV7K72SANON26E6YNKNWQ4D22Q,"Von Gottes Gnaden Wir Carl, Landgraff zu Hessen, Fürst zu Herßfeld, ... Fügen allen und jeden Unsern Unterthanen ... hiemit zu wissen: Nachdem Uns ... angezeigt worden, ... daß die Copulationes ausser Landes, ohngeachtet der auf solches Verbrechen bishero gesetzter Straffe, eine Zeit her allzugemein werden, und das junge Volck, wann die Eltern und andere vorgesetzte Personen in ihre Heyraht nicht willigen, ... zum grösesten Despect Unser Landes-Hoheit, darauf so stracks an Papistische Orthe sich verfügen und daselbsten copuliren lassen ... : Cassel, am 24. Tag Maji Anno 1721.",1721 - ,Amtsdruckschrift|Verordnung|Einblattdruck|Monografie,1,unknown,101,https://www.deutsche-digitale-bibliothek.de/item/DXOTGWTV7K72SANON26E6YNKNWQ4D22Q
XLZ2GPW7GWGT5ZEGR2ZOAMAZQKRPMYF2,"Pötzl, Walter, Lebensbilder zu Bildern aus dem Leben : Biographien von bedeutenden Persönlichkeiten und einfachen Leuten aus fünf Jahrhunderten / Walter Pötzl : Augsburg, 1991. - 272 S. : zahlr. Ill., Kt.. - (Beiträge zur Heimatkunde des Landkreises Augsburg ; 11)",2018,,2,modern,50,https://www.deutsche-digitale-bibliothek.de/item/XLZ2GPW7GWGT5ZEGR2ZOAMAZQKRPMYF2
MSKB5OK24Y4F3MP2MO6TDG3MZUSUM2L2,Monitoring der Urinjodausscheidung Neugeborener als Kriterium für die Wirksamkeit der Jodmangelprophylaxe,2006,Monografie,0,modern,11,https://www.deutsche-digitale-bibliothek.de/item/MSKB5OK24Y4F3MP2MO6TDG3MZUSUM2L2
4OGC5QNVIDSP5LIQRAVIZO5CDNVL2Z2G,"Fortitudo sui victrix :Jetzo aber durch ein offentliches Schau-Spihl vorgestellt von dem Chur-Fürst. Gymnasio der Soc. Jesu, zu Landtshuet im Monath Sept. 1680 = Christliche Starckmüthigkeit in Uberwindung seiner selbsten von einem Christlichen Helden in Mexico geübt",1680,Monografie,1,pre-1700,41,https://www.deutsche-digitale-bibliothek.de/item/4OGC5QNVIDSP5LIQRAVIZO5CDNVL2Z2G
P2GVUX6LUPPC6PKMYCMCETXEUSAJIJDC,"Rezension von : Festschrift für Peter Raue : zum 65. Geburtstag am 4. Februar 2006 / Jacobs, Rainer. - Köln [u.a.] : Heymanns, 2006. - XIX, 920 S.",2015,,2,modern,34,https://www.deutsche-digitale-bibliothek.de/item/P2GVUX6LUPPC6PKMYCMCETXEUSAJIJDC
XHD2CYOHAUBZBBXIWBLICORWR2S55FQ3,1912/13: Bericht / Siebente Realschule Berlin : über die Zeit von Ostern ... bis Ostern ... - 1912/13,1913,Band,2,modern,23,https://www.deutsche-digitale-bibliothek.de/item/XHD2CYOHAUBZBBXIWBLICORWR2S55FQ3
BWVJNC5X6IQLELA4BYKGPI2BG7QKXMHH,Hoher Glaubens-Schild gegen die Anläuffe des Todes : Alß Des ... Dn. Carln des Eilfften/ Der Schweden/ Gothen und Wenden Königes ... Hochgeliebten Sohnes/ Des ... Hn. Carl Gustav/ Der Schweden ... Erbfürsten ... Zwischen den 3. und 4. Februarij des 1687. Jahres entseelter Leichnam/ in die Königliche Grufft und Ruhe-Kammer ... beygesetzet ward,1687,Leichenpredigt|Monografie,1,pre-1700,61,https://www.deutsche-digitale-bibliothek.de/item/BWVJNC5X6IQLELA4BYKGPI2BG7QKXMHH
5MKXWXINEDRXOSKVTLRI2DQOQ6SFFXAX,Der Lxvj. Deus Misereatur|| : Es wolt vnß Gott genedig sein/ vnd seynen segen ge||ben/ ...,1524,Lied|Einblattdruck|Monografie,0,pre-1700,19,https://www.deutsche-digitale-bibliothek.de/item/5MKXWXINEDRXOSKVTLRI2DQOQ6SFFXAX
Y7GKJL4RKFK4D52M2AQ4YPWCHSLJHBH6,"Nachdem Seine Königliche Majestät in Preussen, unser allergnädigster Herr ... resolviret, alle in Dero Landen wegen Contagion und ansteckenden Seuche gegen die Stadt Hamburg gemachte und durch öffentliche Edicta publicirte Verordnungen gäntzlich aufheben ... zu lassen, ... daß ... keine Pässe mehr werden erfordert werden ... : Als haben alle ... Post- und Zoll-Aembter ... sich darnach gehorsamst zu achten ... ; Signatum Berlin, den 7. Augusti 1714",1714,Einblattdruck|Verordnung|Monografie,1,1700-1800,72,https://www.deutsche-digitale-bibliothek.de/item/Y7GKJL4RKFK4D52M2AQ4YPWCHSLJHBH6
7S7TK6JQNGYNWAGFARP2XP4UPVEYSNCH,"Neunter Brief. Von Ebendemselben : Am Bord der Pallas, Dover gegenüber, den 26. März 1776",1800,Kapitel,1,19th-c,18,https://www.deutsche-digitale-bibliothek.de/item/7S7TK6JQNGYNWAGFARP2XP4UPVEYSNCH
DPJQRI7NKRBS4QFCDTOJ6IENA2N3S7HW,Christliches Ehren-Gedächtnüß Des weyland WohlEhrwürdigen/ Großachtbaren und Hochwohlgelahrten/ Herrn M. Johann Caspar Schadens ...,1698,Leichenpredigt|Monografie,0,pre-1700,16,https://www.deutsche-digitale-bibliothek.de/item/DPJQRI7NKRBS4QFCDTOJ6IENA2N3S7HW
FBVSX2ZTKDRUEFGP64RZDQZGX3RMGJNL,"Leich- und Trostpredigt Bey dem Christlichen Begräbnüß/ des weyland Edlen/ Gestrengen und Ehrnvhesten Hansen von Gohra/ Erbsassen auff Insul/ seligen : Welcher den 28. Septembris ... dieses 1611. Jahrs/ zu Eißleben/ von Gott ... abgefordert/ unnd hernach den 30. eiusdem, auff dem Gotteßacker daselbst ... zur Erden bestattet worden",1611,Leichenpredigt|Monografie,1,pre-1700,57,https://www.deutsche-digitale-bibliothek.de/item/FBVSX2ZTKDRUEFGP64RZDQZGX3RMGJNL
TEHQK3IPGMTS5TTIPPG3NIFMNZZIBNAU,"Ein Woll-Edler Hochweiser Raht dieser Stadt, hat ungerne vernehmen müssen, Gestalt einige junge Leute, zu Zeiten, in den Thee und Coffè Häusern, Wein- Bier und Brandtwein Schencken, mehr als ihnen woll anständig, die edle Zeit im Müssiggang verderben, und darneben bey unzulässigen spielen und starcken Geträncke, viele Gelder consumiren ....; Als hat derselbe Kraft tragenden Obrigkeitlichen Ambts ... zu begegnen ... : Promulgatum Bremen den 25. Aprilis 1701.",1701,Einblattdruck|Verordnung|Monografie,1,1700-1800,78,https://www.deutsche-digitale-bibliothek.de/item/TEHQK3IPGMTS5TTIPPG3NIFMNZZIBNAU
P6F2IP7M65UWR43QUKTRIB5UY4AUW7CG,"Circulaire. In allerunterthänigster Befolgung der Königl. Allergnädigsten Cabinets-Ordre vom 20sten hujus, in welcher der Eingang der fremden Nacht- oder Compositions-Lichte in Allerhöchst Dero Staaten diesseits der Weser, excl. Schlesien, verboten wird; werden sämtliche Accise- Zoll- und Brigade-Officianten hierdurch angewiesen, auf die Importation aller fremden Nacht- oder Compositions-Lichte mit äusserstem Fleiß zu vigiliren : Berlin, den 28sten Junii 1780.",1780,Einblattdruck|Verordnung|Monografie,1,1700-1800,67,https://www.deutsche-digitale-bibliothek.de/item/P6F2IP7M65UWR43QUKTRIB5UY4AUW7CG
NE22SOQSTX74GX4QVU7ZMKG7NMLTSXLL,Jugend-Check zum Entwurf eines Gesetzes zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung (Stand 27.02.2018),2018,Monografie,0,modern,20,https://www.deutsche-digitale-bibliothek.de/item/NE22SOQSTX74GX4QVU7ZMKG7NMLTSXLL
WZ6DN46BDPUD4JQGXOMAPHU3V473E7WC,Ein Fall von congenitaler Ectopia vesicae urinariae,1903,Monografie,0,modern,7,https://www.deutsche-digitale-bibliothek.de/item/WZ6DN46BDPUD4JQGXOMAPHU3V473E7WC
RMCAIN7XBEU6WVDFHTHTOAYA2ZJQ7AI6,Der fünffte Beweis-Grund ...,1692,Kapitel,0,pre-1700,4,https://www.deutsche-digitale-bibliothek.de/item/RMCAIN7XBEU6WVDFHTHTOAYA2ZJQ7AI6
5KPA3OZ2GY3LW24HA3J3QGD4TJ7QLI4X,Das dritte Lied. Jm Thon: Wenn mein Stündlein vorhanden ist.,1631,Lied|Beigefügtes oder enthaltenes Werk,0,pre-1700,13,https://www.deutsche-digitale-bibliothek.de/item/5KPA3OZ2GY3LW24HA3J3QGD4TJ7QLI4X
KG27TSLPEIQHRWYHRU65B26IOLO5EF2W,"Als Die Seelge Himmels-Braut/ Die Edle und Tugendgläntzende Jungfer Dorothea Margaretha/ Des Wol-Edlen/ Vesten und Hochgelahrten Herrn Dieterich Butten/ weiland Sr. Churf. Durchl. zu Brandenburg hochbestallten Geheimten Krieges-Secretarii, Hinterlassene Jungfer Tochter/ Von Ihrem Hertzgeliebten Seelen-Bräutigam Jesu Christo/ Zu der himmlischen Hochzeit-Freude/ Von dieser schnöden Welt am 18. Febr. abgefordert ... setzten folgendes Am Tage des ... Leichbegängniß/ War der Sonntag Esto mihi, als der 2. Martii 1679. da der entseelete Cörper in der Kirchen zu St.Nicolai beygesetzet ward/ Der höchstbetrübten Groß-Frau-Mutter ... zu Trost Die Collegen am Gymnasio zu Berlin",1679,Gelegenheitsschrift:Tod|Monografie,0,pre-1700,106,https://www.deutsche-digitale-bibliothek.de/item/KG27TSLPEIQHRWYHRU65B26IOLO5EF2W
TFMNATRA4RUERRYNMSLFACBOUTF7QYQO,"Topographia Galliae, Oder Beschreibung vnd Contrafaitung der vornehmbsten, vnd bekantisten Oerter, in dem mächtigen, vnd grossen Königreich Franckreich. 13, Das Land Dauphiné, oder das Delphinat, Anhandlend und fürgestellt",1661,Band,0,pre-1700,36,https://www.deutsche-digitale-bibliothek.de/item/TFMNATRA4RUERRYNMSLFACBOUTF7QYQO
XA75VUSUZF37QF3SX5J5VDQASMHHQN4P,"[Sammelrezension zweier Ausgaben von theologischen Aufsätzen] Rezensiert werden: 1. [Derschau, C. F. v.]: Kleine theologische Aufsätze eines Layen. Hrsg. von J. C. Jani. Stendal: Franzen & Grosse 1792 2. [Derschau, C. F. v.]: Fortsetzung der kleinen theologischen Aufsätze eines Layen. Stendal: Franzen & Grosse 1796 Abweichende Verlagsangabe: Oldenburg: Stalling Nebentitel: Kleine theologische Aufsätze eines Layen. Hrsg. von J. C. Jani. Bd. 2.",1800,Aufsatz,1,19th-c,83,https://www.deutsche-digitale-bibliothek.de/item/XA75VUSUZF37QF3SX5J5VDQASMHHQN4P
JUX63BUIDONKCZQLJAYB2NPTLL6C7SFA,1913/14: Bericht / Vierzehnte Realschule Berlin : über das Schuljahr ... - 1913/14,1914,Band,2,modern,18,https://www.deutsche-digitale-bibliothek.de/item/JUX63BUIDONKCZQLJAYB2NPTLL6C7SFA
3FTMP6EBOLCDMRKDB4GWNMXWGVKTXOD7,"Die Dankbarkeit gegen Gott erhöhet unsre Freuden auf Erden : Eine Predigt, in der St. Katharinenkirche zu Braunschweig am 27sten August 1780 gehalten",1780,Monografie,1,1700-1800,24,https://www.deutsche-digitale-bibliothek.de/item/3FTMP6EBOLCDMRKDB4GWNMXWGVKTXOD7
FJPTNCG4I3EWFV7YYCXOF7WNI7UE6VC5,Organisation im Versicherungswesen :Vortrag gehalten auf der 1. Reichstagung der Reichsfachgruppe Versicherungsgewerbe im Gewerkschaftsbund der Angestellten am 13. Nov. 1921,2018,Monografie,1,modern,21,https://www.deutsche-digitale-bibliothek.de/item/FJPTNCG4I3EWFV7YYCXOF7WNI7UE6VC5
3ZGSOP3GLCEH3LLGGGSSIMELQUQKY74C,Das Wesen des Religionsunterrichts,1848,Aufsatz,0,19th-c,4,https://www.deutsche-digitale-bibliothek.de/item/3ZGSOP3GLCEH3LLGGGSSIMELQUQKY74C
